,feature_importance,feature_names
84,0.006614600725038625,player_defensive_raw_var_70
377,0.006173671317544973,player_positional_derived_var_77
131,0.0059809555117415585,player_other_raw_var_117
56,0.0058569867974108646,player_defensive_raw_var_42
32,0.005301204413758914,player_other_raw_var_18
134,0.005098630883533239,player_offensive_raw_var_120
241,0.00487652564457933,player_other_ratio_var_28
218,0.004851979099623216,player_other_ratio_var_5
183,0.0044717117616832735,player_other_raw_var_169
210,0.0037098917091170605,player_physical_raw_var_196
459,0.003500829747415342,player_offensive_derived_var_159
152,0.003446549272654837,player_offensive_raw_var_138
14,0.002326173447613818,player_positional_raw_var_0
178,0.0019382749537748595,player_other_raw_var_164
37,0.001852084682343463,player_positional_raw_var_23
111,0.0015993122392799965,player_defensive_raw_var_97
162,0.001126833105610447,player_offensive_raw_var_148
165,0.0011032089003469134,player_offensive_raw_var_151
437,0.0009673452142806825,player_defensive_derived_var_137
139,0.0007558785158239556,player_other_raw_var_125
163,0.0005352984764310957,player_other_raw_var_149
188,0.00046981654341596274,player_positional_raw_var_174
35,0.0003628059767047404,player_positional_raw_var_21
186,0.0003274342750768093,player_other_raw_var_172
63,0.0002286629119234883,player_offensive_raw_var_49
253,0.0,player_offensive_ratio_var_40
8,0.0,player_general_var_0
710,0.0,team2_other_raw_var_79
251,0.0,player_defensive_ratio_var_38
9,0.0,player_general_var_1
713,0.0,team2_other_raw_var_82
250,0.0,player_other_ratio_var_37
220,0.0,player_other_ratio_var_7
40,0.0,player_other_raw_var_26
249,0.0,player_other_ratio_var_36
715,0.0,team2_other_raw_var_84
15,0.0,player_positional_raw_var_1
181,0.0,player_other_raw_var_167
170,0.0,player_offensive_raw_var_156
187,0.0,player_other_raw_var_173
216,0.0,player_defensive_ratio_var_3
24,0.0,player_other_raw_var_10
25,0.0,player_offensive_raw_var_11
184,0.0,player_offensive_raw_var_170
161,0.0,player_other_raw_var_147
164,0.0,player_offensive_raw_var_150
217,0.0,player_other_ratio_var_4
167,0.0,player_offensive_raw_var_153
168,0.0,player_other_raw_var_154
703,0.0,team2_other_raw_var_72
758,0.0,team2_other_ratio_var_33
21,0.0,player_offensive_raw_var_7
41,0.0,player_other_raw_var_27
757,0.0,team2_other_ratio_var_32
16,0.0,player_positional_raw_var_2
777,0.0,team2_other_ratio_var_52
26,0.0,player_other_raw_var_12
223,0.0,player_other_ratio_var_10
13,0.0,player_general_var_5
190,0.0,player_other_raw_var_176
236,0.0,player_other_ratio_var_23
28,0.0,player_other_raw_var_14
29,0.0,player_positional_raw_var_15
735,0.0,team2_other_ratio_var_10
191,0.0,player_other_raw_var_177
233,0.0,player_offensive_ratio_var_20
33,0.0,player_other_raw_var_19
27,0.0,player_other_raw_var_13
194,0.0,player_other_raw_var_180
227,0.0,player_other_ratio_var_14
30,0.0,player_positional_raw_var_16
31,0.0,player_positional_raw_var_17
192,0.0,player_other_raw_var_178
177,0.0,player_other_raw_var_163
193,0.0,player_other_raw_var_179
176,0.0,player_general_raw_var_162
23,0.0,player_other_raw_var_9
173,0.0,player_other_raw_var_159
39,0.0,player_other_raw_var_25
19,0.0,player_defensive_raw_var_5
17,0.0,player_positional_raw_var_3
692,0.0,team2_other_raw_var_61
246,0.0,player_other_ratio_var_33
245,0.0,player_other_ratio_var_32
172,0.0,player_offensive_raw_var_158
723,0.0,team2_other_raw_var_92
749,0.0,team2_offensive_ratio_var_24
238,0.0,player_other_ratio_var_25
38,0.0,player_other_raw_var_24
189,0.0,player_other_raw_var_175
179,0.0,player_defensive_raw_var_165
36,0.0,player_positional_raw_var_22
240,0.0,player_other_ratio_var_27
34,0.0,player_other_raw_var_20
239,0.0,player_other_ratio_var_26
22,0.0,player_other_raw_var_8
514,0.0,team1_other_raw_var_51
160,0.0,player_other_raw_var_146
67,0.0,player_offensive_raw_var_53
482,0.0,team1_other_raw_var_19
555,0.0,team1_other_raw_var_92
110,0.0,player_other_raw_var_96
477,0.0,team1_other_raw_var_14
86,0.0,player_general_raw_var_72
476,0.0,team1_offensive_raw_var_13
475,0.0,team1_defensive_raw_var_12
473,0.0,team1_offensive_raw_var_10
472,0.0,team1_defensive_raw_var_9
469,0.0,team1_defensive_raw_var_6
467,0.0,team1_offensive_raw_var_4
85,0.0,player_general_raw_var_71
466,0.0,team1_defensive_raw_var_3
112,0.0,player_other_raw_var_98
461,0.0,player_offensive_derived_var_161
113,0.0,player_other_raw_var_99
114,0.0,player_defensive_raw_var_100
75,0.0,player_defensive_raw_var_61
74,0.0,player_offensive_raw_var_60
115,0.0,player_other_raw_var_101
69,0.0,player_positional_raw_var_55
589,0.0,team1_other_ratio_var_32
590,0.0,team1_other_ratio_var_33
492,0.0,team1_defensive_raw_var_29
548,0.0,team1_other_raw_var_85
494,0.0,team1_other_raw_var_31
506,0.0,team1_other_raw_var_43
516,0.0,team1_other_raw_var_53
99,0.0,player_other_raw_var_85
98,0.0,player_other_raw_var_84
97,0.0,player_other_raw_var_83
96,0.0,player_other_raw_var_82
95,0.0,player_other_raw_var_81
100,0.0,player_positional_raw_var_86
102,0.0,player_other_raw_var_88
104,0.0,player_other_raw_var_90
525,0.0,team1_other_raw_var_62
503,0.0,team1_other_raw_var_40
545,0.0,team1_other_raw_var_82
501,0.0,team1_other_raw_var_38
94,0.0,player_other_raw_var_80
535,0.0,team1_other_raw_var_72
93,0.0,player_offensive_raw_var_79
105,0.0,player_other_raw_var_91
497,0.0,team1_other_raw_var_34
91,0.0,player_offensive_raw_var_77
496,0.0,team1_other_raw_var_33
542,0.0,team1_other_raw_var_79
543,0.0,team1_other_raw_var_80
68,0.0,player_other_raw_var_54
426,0.0,player_physical_derived_var_126
42,0.0,player_other_raw_var_28
66,0.0,player_defensive_raw_var_52
339,0.0,player_physical_derived_var_39
513,0.0,team1_other_raw_var_50
47,0.0,player_other_raw_var_33
296,0.0,player_defensive_ratio_var_83
662,0.0,team2_other_raw_var_31
295,0.0,player_defensive_ratio_var_82
664,0.0,team2_other_raw_var_33
292,0.0,player_positional_ratio_var_79
46,0.0,player_offensive_raw_var_32
291,0.0,player_offensive_ratio_var_78
669,0.0,team2_other_raw_var_38
290,0.0,player_offensive_ratio_var_77
671,0.0,team2_other_raw_var_40
674,0.0,team2_other_raw_var_43
44,0.0,player_other_raw_var_30
283,0.0,player_offensive_ratio_var_70
282,0.0,player_offensive_ratio_var_69
43,0.0,player_other_raw_var_29
681,0.0,team2_other_raw_var_50
682,0.0,team2_other_raw_var_51
281,0.0,player_offensive_ratio_var_68
280,0.0,player_other_ratio_var_67
279,0.0,player_other_ratio_var_66
650,0.0,team2_other_raw_var_19
645,0.0,team2_other_raw_var_14
644,0.0,team2_offensive_raw_var_13
388,0.0,player_physical_derived_var_88
425,0.0,player_positional_derived_var_125
411,0.0,player_physical_derived_var_111
403,0.0,player_defensive_derived_var_103
609,0.0,team1_other_ratio_var_52
62,0.0,player_defensive_raw_var_48
61,0.0,player_other_raw_var_47
128,0.0,player_general_raw_var_114
60,0.0,player_offensive_raw_var_46
57,0.0,player_defensive_raw_var_43
54,0.0,player_other_raw_var_40
374,0.0,player_physical_derived_var_74
643,0.0,team2_defensive_raw_var_12
371,0.0,player_physical_derived_var_71
370,0.0,player_physical_derived_var_70
50,0.0,player_other_raw_var_36
359,0.0,player_physical_derived_var_59
634,0.0,team2_defensive_raw_var_3
635,0.0,team2_offensive_raw_var_4
638,0.0,team2_offensive_raw_var_7
640,0.0,team2_defensive_raw_var_9
641,0.0,team2_offensive_raw_var_10
642,0.0,team2_other_raw_var_11
147,0.0,player_offensive_raw_var_133
